Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara est un designer de bijoux et son père est un avocat.
The designer Jill Richards , herself a Hollywood actress of around the same era , favoured it in her collections of the 1970s , attracting a clientele of names such as Nancy Reagan . ||| Le designer Jill Richards, elle-même une actrice hollywoodienne de la même époque, l'a favorisé dans ses collections des années 1970, attirant une clientèle de noms comme Nancy Reagan.
Beulah Elizabeth Hazelrigg Brown ( November 24 , 1892 – March 26 , 1987 ) was a Hoosier painter , educator , and textile designer who is best known for her bold , colorful , abstract patterns for fabrics , as well as figure , genre , landscapes , and floral still - life paintings in watercolor , her preferred media . ||| Beulah Elizabeth Hazelrigg Brown (24 novembre 1892 – 26 mars 1987) était un peintre Hoosier, éducateur et concepteur textile qui est le mieux connu pour ses modèles audacieux, colorés, abstraits pour les tissus, ainsi que la figure, le genre, les paysages et les fleurs encore - peintures de la vie en couleur d'eau, ses médias préférés.
Chanel chief designer Karl Lagerfeld noted Zhou Xun for her strong fashion sense , describing the actress as " a synthesis of young Coco Chanel and Ballet Troupe Zizi Jeanmaire . " ||| Chanel chef designer Karl Lagerfeld a noté Zhou Xun pour son fort sens de la mode, décrivant l'actrice comme " une synthèse de jeune Coco Chanel et Ballet Troupe Zizi Jeanmaire. "
She portrayed fashion designer `` Margo Lynley '' from the serial ' s inception until 1992 when she left to begin a family . ||| Elle a porté le designer de la mode « Margo Lynley » depuis le début de la série jusqu'en 1992 quand elle a quitté pour commencer une famille.
Under the label " LalicA " , the designer has produced her clothing line since 2002 . ||| Sous l'étiquette " LalicA ", le designer a produit sa ligne de vêtements depuis 2002.
He also brought first - time collaborators production designer Barbara Ling based on her work in recreating historical settings in " The Doors " , and costume designer Arianne Phillips , who had a strong client list to her name including Tom Ford , James Mangold and Madonna . ||| Il a également apporté le premier collaborateur de la production designer Barbara Ling sur la base de son travail dans la récréation des réglages historiques dans " The Doors ", et designer de costumes Arianne Phillips, qui avait une forte liste de clients à son nom y compris Tom Ford, James Mangold et Madonna.
Pope opted to leave Naughty Dog around 2010 , after " " was released , to move to Saitama , Japan , along with his wife Keiko , a game designer herself . ||| Pope a choisi de quitter Naughty Dog autour de 2010, après que " a été libéré, pour se déplacer à Saitama, au Japon, avec sa femme Keiko, un designer de jeux lui-même.
Production designer Mihaela Poenaru drew on her recollections of the period to prepare the locations . ||| Designer de production Mihaela Poenaru a attiré sur ses souvenirs de la période pour préparer les lieux.
Regarding The Silence of the Lambs mentioned above , I remember a behind-the-scenes documentary on it , and in it the costume designer for the film mentioned that she specifically strove for more ageless clothing for everyone , rather than what would have been characteristic of the early 1990s . ||| En ce qui concerne le silence des Lambs mentionné ci-dessus, je me souviens d'un documentaire derrière les scènes sur elle, et dans elle le concepteur de costumes pour le film a mentionné qu'elle a spécifiquement tendu pour plus de vêtements sans âge pour tout le monde, plutôt que ce qui aurait été caractéristique des début des années 1990.
Olga , the main character , wants to be a costumes and set designer and her dreams come true when she works as an assistant for the famous edition of " La Traviata " directed by Luchino Visconti in 1955 . ||| Olga, le personnage principal, veut être un costume et un designer de set et ses rêves se réalissent quand elle travaille comme assistante pour la célèbre édition de " La Traviata " réalisée par Luchino Visconti en 1955.
This episode introduces the station ' s graphics designer , Mona , as she draws pictures for Nas ' story for the children ' s segment `` Listen With Frank '' . ||| Cet épisode introduit le concepteur graphique de la station, Mona, alors qu'elle fait des photos pour Nas' histoire pour les enfants's segment `` Listen With Frank ''.
At the same time , the designer wanted her creations to be equally as interesting on an intellectual level for parents to enjoy also . ||| En même temps, le designer voulait que ses créations soient aussi intéressantes au niveau intellectuel pour que les parents jouissent aussi.
Although costume designer Vasuki Baskar wrote on her social media account that the first look of the film would be released on 13 November , during the Diwali festival , it was unveiled on 15 December 2012 at Yuvan Shankar Raja 's concert in Malaysia . ||| Bien que le designer de costumes Vasuki Baskar ait écrit sur son compte sur les médias sociaux que la première vue du film serait sortie le 13 novembre, lors du festival Diwali, il a été présenté le 15 décembre 2012 au concert de Yuvan Shankar Raja en Malaisie.
Jenny Hellström ( born 1976 in Hofors , Gästrikland ) is both the name of a Swedish designer and her clothing brand . ||| Jenny Hellström (né en 1976 à Hofors, Gästrikland) est le nom d'un designer suédois et de sa marque de vêtements.
After World War II the famous designer reestablished herself . ||| Après la Seconde Guerre mondiale, le célèbre designer se rétablit.
Prominent Lithuanian clothing designer usually organizes his collections presentations in Vilnius . ||| Prominent designer de vêtements lituanien organise généralement ses collections présentations à Vilnius.
For example , if one worker designs cars and another builds them , the designer will use his cognitive skills more frequently than the builder . ||| Par exemple, si un travailleur conçoit des voitures et un autre les construit, le designer utilise ses compétences cognitives plus souvent que le constructeur.
In 2017 , it was reported that the designer of Comic Sans had only used his typeface once . ||| En 2017, il a été rapporté que le concepteur de Comic Sans n'avait utilisé qu'une seule fois son type-face.
Nilssen maintains that the ovens were designed by Torsten Hoff , a renowned designer of ovens , who established himself as a sculptor in Christiania in 1711 , working there until his 1754 death . ||| Nilssen maintient que les oiseaux ont été conçus par Torsten Hoff, un célèbre concepteur d'oiseaux, qui s'est établi comme sculpteur en Christiania en 1711, travaillant là jusqu'à sa mort en 1754.
There is a chance that additional information could impede the reusability of the service as the service consumer designer may streamline his design based on this knowledge . ||| Il y a une chance que des informations supplémentaires pourraient empêcher la réutilisabilité du service car le concepteur de service peut simplifier son design sur la base de ce savoir.
