Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's Mutter ist eine Schmuckdesignerin und ihr Vater ist ein Anwalt.
Designer Patricia Zipprodt was nominated for a Tony Award and Drama Desk Award for her costume designs on the “ Alice in Wonderland ” revival . ||| Designerin Patricia Zipprodt wurde für ihre Kostümdesigns für den Tony Award und den Drama Desk Award nominiert.
The designer also created a line of home accessories called Swell , based on a book series she co - wrote with friend Ilene Rosenzweig , which made its debut at Target in 2003 . ||| Der Designer hat auch eine Reihe von Heimaccessoires namens Swell, basierend auf einer Buchserie sie co - schrieb mit Freundin Ilene Rosenzweig, die ihr Debüt bei Target im Jahr 2003.
Her father , Raymond W. Lewis , Jr. , was an aerospace designer and her mother , Dorothy Borwick Lewis McIntyre a recreation director . ||| Ihr Vater, Raymond W. Lewis, Jr., war eine Luft-und Raumfahrt-Designer und ihre Mutter, Dorothy Borwick Lewis McIntyre eine Freizeit-Direktorin.
Superstitious , she also insisted on dressing room 55 because that was her lucky number and required that Hubert de Givenchy , her long - time designer , be given a credit in the film for her perfume . ||| Abergläubisch, sie bestand auch auf Umkleideraum 55, weil das ihre Glückszahl war und verlangte, dass Hubert de Givenchy, ihre langjährige Designerin, im Film für ihr Parfüm einen Kredit erhalten würde.
A self - taught clothing designer , Immonen opened her first design boutique in Helsinki during World War II in 1942 which grew into a success despite the shortages of the ensuing years . ||| Als selbst unterrichtete Bekleidungsdesignerin eröffnete Immonen 1942 im Zweiten Weltkrieg ihre erste Designboutique in Helsinki, die trotz des Mangels der folgenden Jahre zu einem Erfolg wurde.
Her mother is a graphic designer and her father , who died when Carré was a teenager , was a designer and forensic animator . ||| Ihre Mutter ist eine Grafikdesignerin und ihr Vater, der starb, als Carré ein Teenager war, war Designerin und forensische Animatorin.
French designer and art collector Hubert de Givenchy worked with Lane on her first major coverage of European art and the art market . ||| Der französische Designer und Kunstsammler Hubert de Givenchy arbeitete mit Lane an ihrer ersten großen Berichterstattung über die europäische Kunst und den Kunstmarkt.
A Jewish interior designer living in New York City , she lives with her gay best friend , Will Truman ( played by Eric McCormack ) , for a majority of the series . ||| Eine jüdische Innenarchitektin lebt in New York City, sie lebt mit ihrem schwulen besten Freund, Will Truman (gespielt von Eric McCormack), für eine Mehrheit der Serie.
The fashion designer Izawa had made the long journey down with her own handmade wedding dress with the intention of fulfill the couple 's plans of marriage . ||| Die Modedesignerin Izawa hatte die lange Reise mit ihrem eigenen handgefertigten Hochzeitskleid mit der Absicht, die Pläne des Paares der Ehe erfüllen gemacht.
Her mother , Patricia MacTaggart , is a London - based interior designer and her father , Xavier Botana , is an Argentinian artist who lives in Buenos Aires . ||| Ihre Mutter, Patricia MacTaggart, ist eine Londoner Innenarchitektin und ihr Vater, Xavier Botana, ist eine argentinische Künstlerin, die in Buenos Aires lebt.
The designer identified Sévérine through her sexuality , and wanted to showcase the character as " sexy and exceptional and dark " by having her appear as naked as possible . ||| Die Designerin identifizierte Sévérine durch ihre Sexualität, und wollte den Charakter als " sexy und außergewöhnlich und dunkel" darstellen, indem sie so nackt wie möglich erscheinen ließ.
In 1926 , in her first year as a student at the famous Bauhaus design school in Dessau , Germany , the textile designer Margaretha Reichardt undertook a preliminary course run by Josef Albers and László Moholy - Nagy . ||| 1926, in ihrem ersten Jahr als Studentin an der berühmten Bauhaus-Designschule in Dessau, unternahm die Textildesignerin Margaretha Reichardt einen Vorkurs von Josef Albers und László Moholy - Nagy.
Her mother is a fashion designer and her father works in the construction industry . ||| Ihre Mutter ist Modedesignerin und ihr Vater arbeitet in der Bauindustrie.
Costume designer Antonella Cannarozzi was nominated for an Academy Award for Best Costume Design for her work in the film , but the award went to Colleen Atwood for " Alice in Wonderland " . ||| Kostümdesignerin Antonella Cannarozzi wurde für ihre Arbeit im Film für einen Academy Award für bestes Kostümdesign nominiert, aber der Preis ging an Colleen Atwood für " Alice im Wunderland".
Dorothy Wright Liebes ( 14 October 1897 – 20 September 1972 ) was an American textile designer and weaver renowned for her innovative , custom - designed modern fabrics for architects and interior designers . ||| Dorothy Wright Liebes (14. Oktober 1897 – 20. September 1972) war eine amerikanische Textildesignerin und Weberin, die für ihre innovativen, maßgeschneiderten modernen Stoffe für Architekten und Innenarchitekten bekannt war.
A Hearst writer ghost wrote the newspaper page after 1918 , but the designer herself penned the " Good Housekeeping " and " Harper 's Bazaar " features throughout their duration , although the responsibility of producing a regular piece proved difficult , and she missed several deadlines . ||| Ein Hearst Schriftsteller Geist schrieb die Zeitungsseite nach 1918, aber die Designer selbst schrieb die " gute Haushaltsführung " und " Harper's Bazaar " Features während ihrer gesamten Dauer, obwohl die Verantwortung für die Herstellung eines regelmäßigen Stück erwies sich als schwierig, und sie verpasste mehrere Fristen.
Her mother was an interior designer and her father a " pied noir " and a real estate agent . ||| Ihre Mutter war Innenarchitektin und ihr Vater ein "Pied Noir " und ein Immobilienmakler.
The designer first gained international recognition in 2000 with her collection „ Déclaration d’amour à l’Allemagne “ . ||| Die Designerin erlangte 2000 mit ihrer Kollektion „ Déclaration d-amour à l-Allemagne" erstmals internationale Anerkennung.
The designer also draws on her studies of Bohemianism , Dark Romanticism , and love for the literature , art and music of the Decadent movement . ||| Die Designerin stützt sich auch auf ihre Studien über Böhmertum, Dunkle Romantik und Liebe zur Literatur, Kunst und Musik der Decadent-Bewegung.
AG Hair was founded in 1989 by Lotte Davis , a South African - born graphic designer and her husband John Davis , a hairdresser from Liverpool , in their North Vancouver basement . ||| AG Hair wurde 1989 von Lotte Davis, einer südafrikanischen Grafikdesignerin, und ihrem Mann John Davis, einem Friseur aus Liverpool, in ihrem North Vancouver Keller gegründet.
Everything is produced in Moscow under the strict control of the designer herself . ||| Alles wird in Moskau unter der strengen Kontrolle der Designer selbst produziert.
Fashion designer Valentino once commented on her physical resemblance to Marlene Dietrich . ||| Modedesignerin Valentino kommentierte einmal ihre körperliche Ähnlichkeit mit Marlene Dietrich.
Kanai was born in 1978 to parents with artistic backgrounds , her father being a graphic designer and her mother working for the Japanese fashion designer Issey Miyake . ||| Kanai wurde 1978 für Eltern mit künstlerischem Hintergrund geboren, ihr Vater war Grafiker und ihre Mutter arbeitete für die japanische Modedesignerin Issey Miyake.
No director , choreographer , set designer or costume designer was hired like back in her days as career performer . ||| Kein Regisseur, Choreograf, Bühnenbildner oder Kostümbildner wurde wie damals als Karrierekünstlerin eingestellt.
In 1993 , a Beverly Hills graphic designer who said she had an on-and-off relationship with Sharkey from 1985 to 1991 announced that she was suing Sharkey ' s estate . ||| 1993, eine Beverly Hills Grafikdesigner, die sagte, sie hatte eine on-and-off-Beziehung mit Sharkey von 1985 bis 1991 angekündigt, dass sie verklagt Sharkey's Nachlass.
Designer Nicole Miller used Lynn 's " The Last High ( Y - Tron Remix ) " for her Spring 2013 campaign . ||| Designer Nicole Miller hat Lynns "The Last High ( Y - Tron Remix )" für ihre Kampagne im Frühjahr 2013 verwendet.
Costume designer Daphne Dare used artistic license with her costumes in the serial , since male Aztecs usually only wore brief loincloths and cloaks , while women were often topless . ||| Kostümdesignerin Daphne Dare nutzte mit ihren Kostümen in der Serie eine künstlerische Lizenz, da männliche Azteken meist nur kurze Lendentücher und Mäntel trugen, während Frauen oft oben ohne waren.
Her mother , Tessa , an interior designer spent time with her children playing tennis during their childhood . ||| Ihre Mutter, Tessa, eine Innenarchitektin verbrachte Zeit mit ihren Kindern Tennis spielen in ihrer Kindheit.
Her maternal grandmother was a talented designer herself , and she displayed talent as a young girl in drawing and making clothes for her dolls . ||| Ihre Großmutter mütterlicherseits war selbst eine talentierte Designerin, und sie zeigte Talent als junges Mädchen beim Zeichnen und Anfertigen von Kleidung für ihre Puppen.
Anne Fogarty ( February 2 , 1919 – January 15 , 1980 ) was an American fashion designer , active 1940–80 , who was noted for her understated , ladylike designs that were accessible to American women on a limited income . ||| Anne Fogarty (2. Februar 1919 – 15. Januar 1980 ) war eine amerikanische Modedesignerin, aktiv 1940–80, die für ihre untertriebenen, ladylike Designs bekannt war, die amerikanischen Frauen mit einem begrenzten Einkommen zugänglich waren.
The designer praised her look and strong photographs , but criticized her runway walk as well as her lack of eye contact . ||| Die Designerin lobte ihr Aussehen und starke Fotos, kritisierte aber ihren Laufsteg sowie ihren Mangel an Augenkontakt.
Her designer was John Henslow , and she was identical with his contemporaneous except that " Echo " was a ship - sloop and " Busy " was a brig - sloop . ||| Ihr Designer war John Henslow, und sie war identisch mit seiner gleichzeitigen, außer dass " Echo " war ein Schiff - Schaluppe und " beschäftigt " war eine Brig - Schaluppe.
Urai has also worked as a freelance graphic designer and video game journalist and through her work with Microsoft she has been sponsored by the company , wearing an Xbox 360 logo on her gear . ||| Urai hat auch als freiberufliche Grafikdesignerin und Videospieljournalistin gearbeitet und durch ihre Arbeit mit Microsoft wurde sie von der Firma gesponsert, trägt ein Xbox 360 Logo auf ihrer Ausrüstung.
